,kata,vector
7610,muddy,-0.00067371165
7611,and,-0.0006442188
7612,slippery,-0.0007452973
7613,good,-0.0006085954
7614,place,-0.0005874934
7615,to,-0.00062336057
7616,rest,-0.000463637
7617,for,-0.0009612242
7618,long,-0.0006068357
7619,trips,-0.000198291
7620,proud,-0.0003279157
7621,"waterfall,",-0.0007052306
7622,sampang,-0.0008878028
7623,"community,",-0.0006506891
7624,ketapang,-0.0007815593
7625,"community,",-0.0006506891
7626,location,-0.00087607244
7627,of,-0.0007271348
7628,development,-0.00034193357
7629,Good,1.0686244e-05
7630,a,-0.00076699915
7631,cool,-0.000644044
7632,natural,-0.00060840085
7633,place,-0.0005874934
7634,with,-0.00053927174
7635,easy,-0.00072108384
7636,access,-0.0005890533
7637,to,-0.00062336057
7638,the,-0.0006932193
7639,side,-0.00028198736
7640,of,-0.0007271348
7641,the,-0.0006932193
7642,"road,",-0.0006384075
7643,please,-0.0006831326
7644,be,-0.00066985225
7645,careful,-0.00056156935
7646,to,-0.00062336057
7647,bring,-0.00022506237
7648,the,-0.0006932193
7649,elderly,-0.0002442354
7650,"down,",-0.00023683712
7651,great,-0.0006174826
7652,culinary,-0.0006337101
7653,cramped,-0.00015698222
7654,dirty,-0.00048606456
7655,dirty,-0.00048606456
7656,clean,-0.0005568606
7657,place,-0.0005874934
7658,beautiful,-0.00062798394
7659,dumbfounded,-2.2815837e-05
7660,good,-0.0006085954
7661,but,-0.0004736106
7662,scary,-0.000545947
7663,adorable,-0.00050706515
7664,but,-0.0004736106
7665,place,-0.0005874934
7666,about,-0.0005904145
7667,minutes,-0.00065897295
7668,from,-0.00071464037
7669,sampang,-0.0008878028
7670,city,-0.00075849955
7671,also,-0.00074034545
7672,bit,-0.00071727735
7673,hard,-0.00066831365
7674,get,-0.0007395524
7675,here,-0.0007493223
7676,must,-0.00063384674
7677,use,-0.0007325019
7678,your,-0.00078047666
7679,own,-0.0007210689
7680,vehicle,-0.000700272
7681,not,-0.00055438385
7682,really,-0.00066140725
7683,sure,-0.000682783
7684,public,-0.00068095897
7685,transport,-0.00068680965
7686,get,-0.0007395524
7687,here,-0.0007493223
7688,different,-0.0004891139
7689,dirty,-0.00048606456
7690,photos,-0.00063272857
7691,Good,1.0686244e-05
7692,nice,-0.00053872087
7693,natural,-0.00060840085
7694,waterfall,-0.00049761415
7695,cool,-0.000644044
7696,atmosphere,-0.0005359846
7697,care,-0.0005236093
7698,difficult,-0.0005038642
7699,sea,-0.00034458647
7700,fall,-0.00037135725
7701,waterfall,-0.00049761415
7702,it's,-0.00079310907
7703,really,-0.00066140725
7704,"good,",-0.0006998286
7705,it's,-0.00079310907
7706,a,-0.00076699915
7707,shame,-0.0005704295
7708,the,-0.0006932193
7709,waterfall,-0.00049761415
7710,road,-0.00079337053
7711,is,-0.00072052394
7712,badly,-0.0005845772
7713,"damaged,",-0.00063907576
7714,please,-0.0006831326
7715,be,-0.00066985225
7716,kind,-0.00058393646
7717,"damn,",-0.0003771128
7718,the,-0.0006932193
7719,sunset,-0.0006472509
7720,is,-0.00072052394
7721,really,-0.00066140725
7722,bad,-0.0004049009
7723,When,-0.0005097798
7724,it's,-0.00079310907
7725,"hot,",-0.0005322643
7726,pay,-0.0009178245
7727,for,-0.0009612242
7728,the,-0.0006932193
7729,waterfall,-0.00049761415
7730,facing,-0.00054066436
7731,the,-0.0006932193
7732,open,-0.0005467334
7733,sea,-0.00034458647
7734,cramped,-0.00015698222
7735,dirty,-0.00048606456
7736,pretty,-0.00055261294
7737,clean,-0.0005568606
7738,comfortable,-0.0005712414
7739,nice,-0.00053872087
7740,waterfall,-0.00049761415
7741,direct,-0.0005286107
7742,sea,-0.00034458647
7743,cool,-0.000644044
7744,waterfall,-0.00049761415
7745,beach,-0.0006283848
7746,is,-0.00072052394
7747,really,-0.00066140725
7748,good,-0.0006085954
7749,When,-0.0005097798
7750,it's,-0.00079310907
7751,"hot,",-0.0005322643
7752,pay,-0.0009178245
7753,for,-0.0009612242
7754,the,-0.0006932193
7755,waterfall,-0.00049761415
7756,facing,-0.00054066436
7757,the,-0.0006932193
7758,open,-0.0005467334
7759,sea,-0.00034458647
7760,fun,-0.00055453036
7761,Santa,-0.00032578196
7762,enjoys,-0.0004361955
7763,the,-0.0006932193
7764,beautiful,-0.00062798394
7765,waves,-0.00034204448
7766,of,-0.0007271348
7767,the,-0.0006932193
7768,gurgling,-0.00025143372
7769,waterfall,-0.00049761415
7770,Cheap,-0.00019756546
7771,entrance,-0.0008637644
7772,tickets,-0.0008531768
7773,to,-0.00062336057
7774,Nice,-0.0004453523
7775,"Beach,",-0.0005864446
7776,Waterfall,-0.0006394019
7777,adds,-0.0002580703
7778,to,-0.00062336057
7779,the,-0.0006932193
7780,rare,-0.0005429372
7781,"panorama,",-0.0003094688
7782,"Rarely,",-0.00027442136
7783,Jung,-0.00032291192
7784,"water,",-0.00065762876
7785,Kisar,-0.00028507493
7786,"Beach,",-0.0005864446
7787,Batu,-0.00028423875
7788,Karang,-0.00028826972
7789,"Beach,",-0.0005864446
7790,Nice,-0.0004453523
7791,selfie,-0.00051094184
7792,"disappointed,",-0.00040901516
7793,good,-0.0006085954
7794,afternoon,-0.0005211844
7795,"view,",-0.00055220246
7796,sunset,-0.0006472509
7797,sunrise,-0.0004921374
7798,view,-0.0005749123
7799,murky,-0.00045038917
7800,loss,-0.0004760785
7801,entrance,-0.0008637644
7802,ticket,-0.0007715435
7803,pay,-0.0009178245
7804,for,-0.0009612242
7805,parking,-0.00073691865
7806,afa,-0.00055255985
7807,culinary,-0.0006337101
7808,the,-0.0006932193
7809,waterfall,-0.00049761415
7810,is,-0.00072052394
7811,really,-0.00066140725
7812,"nice,",-0.00037545335
7813,the,-0.0006932193
7814,water,-0.000524817
7815,flows,-0.00023895089
7816,straight,-0.00044873357
7817,to,-0.00062336057
7818,the,-0.0006932193
7819,"beach,",-0.0006297067
7820,the,-0.0006932193
7821,color,-0.00026006662
7822,of,-0.0007271348
7823,the,-0.0006932193
7824,waterfall,-0.00049761415
7825,makes,-0.00047515603
7826,you,-0.00058563903
7827,don't,-0.00024791612
7828,want,-0.0006066703
7829,to,-0.00062336057
7830,go,-0.0005188362
7831,"home,",-0.00029802852
7832,ready,-0.0006333929
7833,to,-0.00062336057
7834,"eat,",-0.00052277325
7835,it's,-0.00079310907
7836,really,-0.00066140725
7837,comfortable,-0.0005712414
7838,to,-0.00062336057
7839,look,-0.00050994346
7840,"at,",-0.0002711703
7841,to,-0.00062336057
7842,"eat,",-0.00052277325
7843,it's,-0.00079310907
7844,"good,",-0.0006998286
7845,you,-0.00058563903
7846,can,-0.00047359022
7847,explore,-0.00040235353
7848,"Indonesia,",-0.00022534427
7849,it's,-0.00079310907
7850,beautiful,-0.00062798394
7851,pretty,-0.00055261294
7852,cool,-0.000644044
7853,nice,-0.00053872087
7854,photo,-0.0006030458
7855,dirty,-0.00048606456
7856,clean,-0.0005568606
7857,guard,-0.00039614947
7858,area,-0.000663141
7859,photo,-0.0006030458
7860,spots,-0.00074144127
7861,to,-0.00062336057
7862,get,-0.0007395524
7863,bored,-0.0005461105
7864,the,-0.0006932193
7865,flow,-0.00057924696
7866,of,-0.0007271348
7867,the,-0.0006932193
7868,waterfall,-0.00049761415
7869,is,-0.00072052394
7870,really,-0.00066140725
7871,fast,-0.00055139925
7872,in,-0.0008231309
7873,the,-0.0006932193
7874,rainy,-0.00086138904
7875,season,-0.0007269008
7876,pretty,-0.00055261294
7877,cool,-0.000644044
7878,wrong,-0.0007256653
7879,uni,-0.0005003501
7880,waterfall,-0.00049761415
7881,straight,-0.00044873357
7882,beautiful,-0.00062798394
7883,sea,-0.00034458647
7884,flow,-0.00057924696
7885,spoiled,-0.00061973644
7886,the,-0.0006932193
7887,eye,-0.0006672444
7888,wrong,-0.0007256653
7889,tour,-0.0007939188
7890,reliable,-0.0008085302
7891,unit,-0.000761851
7892,sampang,-0.0008878028
7893,district,-0.000742105
7894,madura,-0.00079906225
7895,seldom,-0.00065770064
7896,meet,-0.0006260328
7897,Good,1.0686244e-05
7898,wrong,-0.0007256653
7899,uni,-0.0005003501
7900,waterfall,-0.00049761415
7901,straight,-0.00044873357
7902,beautiful,-0.00062798394
7903,sea,-0.00034458647
7904,flow,-0.00057924696
7905,spoiled,-0.00061973644
7906,the,-0.0006932193
7907,eye,-0.0006672444
7908,wrong,-0.0007256653
7909,tour,-0.0007939188
7910,reliable,-0.0008085302
7911,unit,-0.000761851
7912,sampang,-0.0008878028
7913,district,-0.000742105
7914,madura,-0.00079906225
7915,seldom,-0.00065770064
7916,meet,-0.0006260328
7917,the,-0.0006932193
7918,location,-0.00087607244
7919,of,-0.0007271348
7920,the,-0.0006932193
7921,roadside,-0.00069515186
7922,in,-0.0008231309
7923,the,-0.0006932193
7924,rainy,-0.00086138904
7925,season,-0.0007269008
7926,is,-0.00072052394
7927,muddy,-0.00067371165
7928,and,-0.0006442188
7929,slippery,-0.0007452973
7930,visit,-0.0006737987
7931,madura,-0.00079906225
7932,arrived,-0.00053759443
7933,here,-0.0007493223
7934,quite,-0.0006365671
7935,bagus,-0.00054447085
7936,place,-0.0005874934
7937,but,-0.0004736106
7938,access,-0.0005890533
7939,go,-0.0005188362
7940,bit,-0.00071727735
7941,hard,-0.00066831365
7942,bc,-0.0006519392
7943,we,-0.00071342266
7944,stepped,-0.00064347876
7945,hidup,-0.00069999596
7946,root,-0.00056048104
7947,long,-0.0006068357
7948,drive,-0.0005627559
7949,from,-0.00071464037
7950,bangkal,-0.0005650361
7951,with,-0.00053927174
7952,uneven,-0.00054194685
7953,surface,-0.0005002457
7954,dirty,-0.00048606456
7955,murky,-0.00045038917
7956,water,-0.000524817
7957,not,-0.00055438385
7958,space,-0.0005417871
7959,take,-0.0006298009
7960,photos,-0.00063272857
7961,wasn,-0.0006225837
7962,expecting,-0.00066085433
7963,that,-0.00054816925
7964,actually,-0.00066768157
7965,worst,-0.00066743384
7966,than,-0.0006504289
7967,photos,-0.00063272857
7968,hidup,-0.00069999596
7969,google,-0.0006518681
7970,search,-0.0007001958
7971,would,-0.00065284915
7972,not,-0.00055438385
7973,recommend,-0.0006136695
7974,place,-0.0005874934
7975,for,-0.0009612242
7976,visit,-0.0006737987
7977,Look,-0.00044532728
7978,at,-0.000612263
7979,the,-0.0006932193
7980,beauty,-0.000476797
7981,of,-0.0007271348
7982,the,-0.0006932193
7983,"land,",-0.00049088424
7984,consider,-0.0005338941
7985,the,-0.0006932193
7986,waterfall,-0.00049761415
7987,to,-0.00062336057
7988,go,-0.0005188362
7989,down,-0.00045444912
7990,to,-0.00062336057
7991,the,-0.0006932193
7992,"sea,",-0.0005160155
7993,the,-0.0006932193
7994,water,-0.000524817
7995,of,-0.0007271348
7996,the,-0.0006932193
7997,waterfall,-0.00049761415
7998,is,-0.00072052394
7999,"dirty,",-0.0005052081
8000,"dirty,",-0.0005052081
8001,and,-0.0006442188
8002,guarded,-0.0005428748
8003,looking,-0.00051697704
8004,at,-0.000612263
8005,the,-0.0006932193
8006,"waterfall,",-0.0007052306
8007,"doubtful,",-0.00052652095
8008,the,-0.0006932193
8009,waterfall,-0.00049761415
8010,is,-0.00072052394
8011,"high,",-0.00059706136
8012,"meters,",-0.00060603773
8013,walk,-0.0006638453
8014,for,-0.0009612242
8015,a,-0.00076699915
8016,"while,",-0.0006430247
8017,park,-0.0006167117
8018,the,-0.0006932193
8019,"waterfall,",-0.0007052306
8020,immediately,-0.00071421324
8021,need,-0.00062480173
8022,trekking,-0.0005460885
8023,place,-0.0005874934
8024,flood,-0.0006419428
8025,sad,-0.0006216885
8026,nice,-0.00053872087
8027,horror,-0.00061024056
8028,advice,-0.0008409283
8029,rainy,-0.00086138904
8030,season,-0.0007269008
8031,sunset,-0.0006472509
8032,waterfall,-0.00049761415
8033,beach,-0.0006283848
8034,looking,-0.00051697704
8035,at,-0.000612263
8036,the,-0.0006932193
8037,"waterfall,",-0.0007052306
8038,"doubtful,",-0.00052652095
8039,the,-0.0006932193
8040,waterfall,-0.00049761415
8041,is,-0.00072052394
8042,"high,",-0.00059706136
8043,"meters,",-0.00060603773
8044,walk,-0.0006638453
8045,for,-0.0009612242
8046,a,-0.00076699915
8047,"while,",-0.0006430247
8048,park,-0.0006167117
8049,the,-0.0006932193
8050,"waterfall,",-0.0007052306
8051,immediately,-0.00071421324
8052,need,-0.00062480173
8053,trekking,-0.0005460885
8054,take,-0.0006298009
8055,care,-0.0005236093
8056,Look,-0.00044532728
8057,at,-0.000612263
8058,the,-0.0006932193
8059,beauty,-0.000476797
8060,of,-0.0007271348
8061,the,-0.0006932193
8062,"land,",-0.00049088424
8063,consider,-0.0005338941
8064,the,-0.0006932193
8065,waterfall,-0.00049761415
8066,to,-0.00062336057
8067,go,-0.0005188362
8068,down,-0.00045444912
8069,to,-0.00062336057
8070,the,-0.0006932193
8071,"sea,",-0.0005160155
8072,the,-0.0006932193
8073,water,-0.000524817
8074,of,-0.0007271348
8075,the,-0.0006932193
8076,waterfall,-0.00049761415
8077,is,-0.00072052394
8078,"dirty,",-0.0005052081
8079,"dirty,",-0.0005052081
8080,and,-0.0006442188
8081,guarded,-0.0005428748
8082,looking,-0.00051697704
8083,at,-0.000612263
8084,the,-0.0006932193
8085,"waterfall,",-0.0007052306
8086,"doubtful,",-0.00052652095
8087,the,-0.0006932193
8088,waterfall,-0.00049761415
8089,is,-0.00072052394
8090,"high,",-0.00059706136
8091,"meters,",-0.00060603773
8092,walk,-0.0006638453
8093,for,-0.0009612242
8094,a,-0.00076699915
8095,"while,",-0.0006430247
8096,park,-0.0006167117
8097,the,-0.0006932193
8098,"waterfall,",-0.0007052306
8099,immediately,-0.00071421324
8100,need,-0.00062480173
8101,trekking,-0.0005460885
8102,okay,-0.00042960298
8103,waterfall,-0.00049761415
8104,"view,",-0.00055220246
8105,access,-0.0005890533
8106,to,-0.00062336057
8107,the,-0.0006932193
8108,main,-0.0006377084
8109,"road,",-0.0006384075
8110,okay,-0.00042960298
8111,facilities,-0.00056973484
8112,photo,-0.0006030458
8113,spots,-0.00074144127
8114,to,-0.00062336057
8115,get,-0.0007395524
8116,bored,-0.0005461105
8117,based,-0.00047628683
8118,on,-0.0006978999
8119,the,-0.0006932193
8120,results,-0.0005499001
8121,of,-0.0007271348
8122,interviews,-0.00056190364
8123,with,-0.00053927174
8124,the,-0.0006932193
8125,residents,-0.0006236111
8126,of,-0.0007271348
8127,Toro,-0.0005658632
8128,"Waterfall,",-0.0005229958
8129,save,-0.0005913266
8130,the,-0.0006932193
8131,story,-0.0005878557
8132,of,-0.0007271348
8133,the,-0.0006932193
8134,husband,-0.0005785408
8135,and,-0.0006442188
8136,"wife,",-0.0005940849
8137,Sayyid,-0.0005775539
8138,Abdullah,-0.0006215558
8139,Siti,-0.00060346647
8140,"Marwah,",-0.0005483639
8141,Buju,-0.00052517507
8142,"Panyeppen,",-0.00058768323
8143,the,-0.0006932193
8144,wife's,-0.0005363605
8145,"grave,",-0.0005435038
8146,the,-0.0006932193
8147,husband's,-0.00049294566
8148,grave,-0.00046074725
8149,criticism,2.5673587e-06
8150,nice,-0.00053872087
8151,by,-0.00065778004
8152,the,-0.0006932193
8153,highway,-0.0005826922
8154,unfortunately,-0.0005018013
8155,dirty,-0.00048606456
8156,water,-0.000524817
8157,mixed,-0.00048403526
8158,with,-0.00053927174
8159,brown,-0.0003533204
8160,trash,-0.0004079648
8161,satisfied,-0.00029909355
8162,view,-0.0005749123
8163,lost,-0.0006434799
8164,bal,-6.235103e-05
8165,criticism,2.5673587e-06
8166,nice,-0.00053872087
8167,rate,-7.604995e-05
8168,dumbfounded,-2.2815837e-05
8169,good,-0.0006085954
8170,but,-0.0004736106
8171,scary,-0.000545947
8172,place,-0.0005874934
8173,flood,-0.0006419428
8174,sad,-0.0006216885
8175,nice,-0.00053872087
8176,horror,-0.00061024056
8177,advice,-0.0008409283
8178,rainy,-0.00086138904
8179,season,-0.0007269008
8180,sunset,-0.0006472509
8181,waterfall,-0.00049761415
8182,beach,-0.0006283848
8183,nice,-0.00053872087
8184,waterfall,-0.00049761415
8185,scenery,-0.0003890649
8186,straight,-0.00044873357
8187,to,-0.00062336057
8188,the,-0.0006932193
8189,sea,-0.00034458647
8190,estuary,-0.00039812244
8191,gag,-0.00037043617
8192,disappointed,-0.00050820265
8193,murky,-0.00045038917
8194,loss,-0.0004760785
8195,the,-0.0006932193
8196,view,-0.0005749123
8197,of,-0.0007271348
8198,nature,-0.00057662383
8199,is,-0.00072052394
8200,quite,-0.0006365671
8201,"beautiful,",-0.00055554626
8202,Titi,-0.00012257976
8203,Ketapang,-0.00016439217
8204,Waterfall,-0.0006394019
8205,waterfall,-0.00049761415
8206,straight,-0.00044873357
8207,sea,-0.00034458647
8208,ocean,-0.00032280874
8209,clean,-0.0005568606
8210,trash,-0.0004079648
8211,nice,-0.00053872087
8212,photo,-0.0006030458
8213,photo,-0.0006030458
8214,beautiful,-0.00062798394
8215,waterfalls,-0.0007815801
8216,north,-0.00062862306
8217,madura,-0.00079906225
8218,island,-0.0005703168
8219,tourist,-0.00071121356
8220,attraction,-0.0006782234
8221,photos,-0.00063272857
8222,beautiful,-0.00062798394
8223,visit,-0.0006737987
8224,dirty,-0.00048606456
8225,brown,-0.0003533204
8226,waterfall,-0.00049761415
8227,"damn,",-0.0003771128
8228,the,-0.0006932193
8229,sunset,-0.0006472509
8230,is,-0.00072052394
8231,really,-0.00066140725
8232,bad,-0.0004049009
8233,nice,-0.00053872087
8234,safe,-4.9870618e-05
8235,place,-0.0005874934
8236,comfortable,-0.0005712414
8237,enjoying,-7.898764e-05
8238,the,-0.0006932193
8239,sunset,-0.0006472509
8240,toro,-0.00074961624
8241,waterfall,-0.00049761415
8242,tour,-0.0007939188
8243,river,-0.000523937
8244,water,-0.000524817
8245,straight,-0.00044873357
8246,to,-0.00062336057
8247,the,-0.0006932193
8248,sea,-0.00034458647
8249,waterfall,-0.00049761415
8250,good,-0.0006085954
8251,place,-0.0005874934
8252,to,-0.00062336057
8253,see,-0.000262713
8254,tickets,-0.0008531768
8255,greetings,-0.0002357319
8256,from,-0.00071464037
8257,jember,-0.00029695642
8258,hopefully,-0.00038637256
8259,depa,-0.0002128593
8260,is,-0.00072052394
8261,cool,-0.000644044
8262,toro,-0.00074961624
8263,waterfall,-0.00049761415
8264,cramped,-0.00015698222
8265,dirty,-0.00048606456
8266,cool,-0.000644044
8267,culinary,-0.0006337101
8268,entry,-0.0005953513
8269,ticket,-0.0007715435
8270,destinations,-0.0005173012
8271,are,-0.0006749714
8272,really,-0.00066140725
8273,cheap,-0.00070469675
8274,muddy,-0.00067371165
8275,water,-0.000524817
8276,in,-0.0008231309
8277,the,-0.0006932193
8278,rainy,-0.00086138904
8279,season,-0.0007269008
8280,the,-0.0006932193
8281,volume,-0.0005320725
8282,of,-0.0007271348
8283,water,-0.000524817
8284,is,-0.00072052394
8285,afraid,-0.0005403242
8286,entertain,-8.18075e-05
8287,yourself,-8.172606e-05
8288,clean,-0.0005568606
8289,water,-0.000524817
8290,place,-0.0005874934
8291,beautiful,-0.00062798394
8292,convenience,-9.780495e-05
8293,disappointed,-0.00050820265
8294,nice,-0.00053872087
8295,tours,-0.00036090755
8296,natural,-0.00060840085
8297,touch,-0.00052443007
8298,attract,-0.00030515747
8299,tourists,-0.00056859944
8300,proud,-0.0003279157
8301,"waterfall,",-0.0007052306
8302,sampang,-0.0008878028
8303,"community,",-0.0006506891
8304,ketapang,-0.0007815593
8305,"community,",-0.0006506891
8306,location,-0.00087607244
8307,of,-0.0007271348
8308,development,-0.00034193357
8309,Satisfied,-0.00021270096
8310,parking,-0.00073691865
8311,is,-0.00072052394
8312,expensive,-0.00045764993
8313,difficult,-0.0005038642
8314,sea,-0.00034458647
8315,fall,-0.00037135725
8316,waterfall,-0.00049761415
8317,wrong,-0.0007256653
8318,uni,-0.0005003501
8319,waterfall,-0.00049761415
8320,straight,-0.00044873357
8321,beautiful,-0.00062798394
8322,sea,-0.00034458647
8323,flow,-0.00057924696
8324,spoiled,-0.00061973644
8325,the,-0.0006932193
8326,eye,-0.0006672444
8327,wrong,-0.0007256653
8328,tour,-0.0007939188
8329,reliable,-0.0008085302
8330,unit,-0.000761851
8331,sampang,-0.0008878028
8332,district,-0.000742105
8333,madura,-0.00079906225
8334,seldom,-0.00065770064
8335,meet,-0.0006260328
8336,nice,-0.00053872087
8337,disappointed,-0.00050820265
8338,there,-0.00055227126
8339,annoying,-0.00023649132
8340,trash,-0.0004079648
8341,dirty,-0.00048606456
8342,photo,-0.0006030458
8343,trash,-0.0004079648
8344,trash,-0.0004079648
8345,street,-0.00032497608
8346,evaluation,-0.00037138
8347,nice,-0.00053872087
8348,by,-0.00065778004
8349,the,-0.0006932193
8350,highway,-0.0005826922
8351,unfortunately,-0.0005018013
8352,dirty,-0.00048606456
8353,water,-0.000524817
8354,mixed,-0.00048403526
8355,with,-0.00053927174
8356,brown,-0.0003533204
8357,trash,-0.0004079648
8358,toro,-0.00074961624
8359,waterfall,-0.00049761415
8360,complete,-0.00066004193
8361,with,-0.00053927174
8362,prayer,-0.0008442867
8363,room,-0.00037979137
8364,facilities,-0.00056973484
8365,toilets,-0.0006750674
8366,food,-0.00048170637
8367,stalls,-0.00067394454
8368,sometimes,-0.0005503218
8369,open,-0.0005467334
8370,sometimes,-0.0005503218
8371,close,-0.0007051284
8372,easy,-0.00072108384
8373,natural,-0.00060840085
8374,tourism,-0.0006579975
8375,highways,-0.00030178047
8376,subject,-0.00039932693
8377,to,-0.00062336057
8378,parking,-0.00073691865
8379,r,-0.00046209907
8380,r,-0.00046209907
8381,spacious,-0.00047656466
8382,parking,-0.00073691865
8383,comfortable,-0.0005712414
8384,no,-0.00019227322
8385,swimming,-0.0005819874
8386,okay,-0.00042960298
8387,parking,-0.00073691865
8388,facilities,-0.00056973484
8389,dirty,-0.00048606456
8390,water,-0.000524817
8391,logistics,-0.00030573315
8392,Look,-0.00044532728
8393,at,-0.000612263
8394,the,-0.0006932193
8395,beauty,-0.000476797
8396,of,-0.0007271348
8397,the,-0.0006932193
8398,"land,",-0.00049088424
8399,consider,-0.0005338941
8400,the,-0.0006932193
8401,waterfall,-0.00049761415
8402,to,-0.00062336057
8403,go,-0.0005188362
8404,down,-0.00045444912
8405,to,-0.00062336057
8406,the,-0.0006932193
8407,"sea,",-0.0005160155
8408,the,-0.0006932193
8409,water,-0.000524817
8410,of,-0.0007271348
8411,the,-0.0006932193
8412,waterfall,-0.00049761415
8413,is,-0.00072052394
8414,"dirty,",-0.0005052081
8415,"dirty,",-0.0005052081
8416,and,-0.0006442188
8417,guarded,-0.0005428748
8418,beautiful,-0.00062798394
8419,view,-0.0005749123
8420,toro,-0.00074961624
8421,waterfall,-0.00049761415
8422,is,-0.00072052394
8423,a,-0.00076699915
8424,must-visit,-0.00069019303
8425,tour,-0.0007939188
8426,for,-0.0009612242
8427,"tourists,",-0.00078573433
8428,the,-0.0006932193
8429,location,-0.00087607244
8430,of,-0.0007271348
8431,the,-0.0006932193
8432,dangers,-0.0007581928
8433,of,-0.0007271348
8434,"waterfalls,",-0.0008253651
8435,"unfortunately,",-0.00077451824
8436,toro,-0.00074961624
8437,waterfalls,-0.0007815801
8438,know,-0.00071201904
8439,the,-0.0006932193
8440,people,-0.00070064137
8441,of,-0.0007271348
8442,toro,-0.00074961624
8443,pull,-0.00063753844
8444,waterfalls,-0.0007815801
8445,although,-0.0005547565
8446,distance,-0.00062821014
8447,from,-0.00071464037
8448,surabaya,-0.0006594263
8449,here,-0.0007493223
8450,god,-0.0007262843
8451,damn,-0.0007386156
8452,around,-0.0007748208
8453,kilometers,-0.00062179373
8454,but,-0.0004736106
8455,believe,-0.0006020224
8456,that,-0.00054816925
8457,worth,-0.00053785014
8458,waterfall,-0.00049761415
8459,drop,-0.00034092047
8460,directly,-0.00030798398
8461,into,-0.0002452471
8462,sea,-0.00034458647
8463,unique,-0.00036465342
8464,but,-0.0004736106
8465,remember,-0.00047096945
8466,can,-0.00047359022
8467,swim,-0.00048980734
8468,hole,-0.00050027145
8469,below,-0.0005300536
8470,waterfall,-0.00049761415
8471,"damn,",-0.0003771128
8472,the,-0.0006932193
8473,sunset,-0.0006472509
8474,is,-0.00072052394
8475,really,-0.00066140725
8476,bad,-0.0004049009
8477,really,-0.00066140725
8478,good,-0.0006085954
8479,clean,-0.0005568606
8480,water,-0.000524817
8481,Madurai,-1.9364314e-05
8482,is,-0.00072052394
8483,really,-0.00066140725
8484,beautiful,-0.00062798394
8485,nice,-0.00053872087
8486,tours,-0.00036090755
8487,natural,-0.00060840085
8488,touch,-0.00052443007
8489,attract,-0.00030515747
8490,tourists,-0.00056859944
8491,beautiful,-0.00062798394
8492,from,-0.00071464037
8493,God,-0.00025608696
8494,please,-0.0006831326
8495,take,-0.0006298009
8496,care,-0.0005236093
8497,it's,-0.00079310907
8498,scary,-0.000545947
8499,when,-0.00073086476
8500,it's,-0.00079310907
8501,raining,-0.0006628628
8502,"stones,",-0.00071280496
8503,the,-0.0006932193
8504,road,-0.00079337053
8505,is,-0.00072052394
8506,slippery,-0.0007452973
8507,beautiful,-0.00062798394
8508,dumbfounded,-2.2815837e-05
8509,criticism,2.5673587e-06
8510,nice,-0.00053872087
8511,waterfall,-0.00049761415
8512,scenery,-0.0003890649
8513,straight,-0.00044873357
8514,to,-0.00062336057
8515,the,-0.0006932193
8516,sea,-0.00034458647
8517,estuary,-0.00039812244
8518,gag,-0.00037043617
8519,disappointed,-0.00050820265
8520,rainy,-0.00086138904
8521,season,-0.0007269008
8522,dirty,-0.00048606456
8523,water,-0.000524817
8524,place,-0.0005874934
8525,to,-0.00062336057
8526,suck,-0.00020756584
8527,the,-0.0006932193
8528,location,-0.00087607244
8529,of,-0.0007271348
8530,the,-0.0006932193
8531,roadside,-0.00069515186
8532,in,-0.0008231309
8533,the,-0.0006932193
8534,rainy,-0.00086138904
8535,season,-0.0007269008
8536,is,-0.00072052394
8537,muddy,-0.00067371165
8538,and,-0.0006442188
8539,slippery,-0.0007452973
8540,dirty,-0.00048606456
8541,ugly,-0.00046735868
8542,good,-0.0006085954
8543,street,-0.00032497608
8544,parking,-0.00073691865
8545,cheap,-0.00070469675
8546,entry,-0.0005953513
8547,fee,-0.0005260974
8548,rb,-0.0010400712
8549,car,-0.0009316217
8550,shady,-0.00023767298
8551,hot,-0.00046508675
8552,parking,-0.00073691865
8553,toroan,-0.00014336398
8554,"waterfall,",-0.0007052306
8555,cheap,-0.00070469675
8556,"waterfall,",-0.0007052306
8557,direct,-0.0005286107
8558,to,-0.00062336057
8559,the,-0.0006932193
8560,"beach,",-0.0006297067
8561,complete,-0.00066004193
8562,"facilities,",-0.00054414925
8563,prayer,-0.0008442867
8564,"room,",-0.00036131483
8565,spacious,-0.00047656466
8566,parking,-0.00073691865
8567,"area,",-0.0006569044
8568,love,-0.00064229703
8569,the,-0.0006932193
8570,swimming,-0.0005819874
8571,"area,",-0.0006569044
8572,the,-0.0006932193
8573,waterfall,-0.00049761415
8574,area,-0.000663141
8575,is,-0.00072052394
8576,quite,-0.0006365671
8577,a,-0.00076699915
8578,"holiday,",-0.00026001412
8579,enjoys,-0.0004361955
8580,nature,-0.00057662383
8581,nice,-0.00053872087
8582,by,-0.00065778004
8583,the,-0.0006932193
8584,highway,-0.0005826922
8585,unfortunately,-0.0005018013
8586,dirty,-0.00048606456
8587,water,-0.000524817
8588,mixed,-0.00048403526
8589,with,-0.00053927174
8590,brown,-0.0003533204
8591,trash,-0.0004079648
8592,Sumenep,-0.00048372787
8593,North,-0.00054834783
8594,Waterfall,-0.0006394019
8595,Need,-0.0005718136
8596,to,-0.00062336057
